40.8823	0.00197336	0.0015519	1.24793e-07	0.0189423	6.38551e-26	3.09609e-15	0.00969063	2.48839e-06	0.0013267	3.25144e-13	1.27504e-15	2.2897e-07	4.66037e-06	5.53923e-05	0.0007815	5.72513e-05	8.35708e-06	2.36384e-05	4.7821e-06	0.0371852	4.40747e-05	2.94522e-05	2.35101e-05	7.55857e-07	1.6732e-17	0.00150682	1.52434e-05	0.0025555	3.66254e-16	1.05064e-06	0.00376415	1.99024e-22	6.10586e-06	2.65728e-06	3.63761e-26	1.61825e-10	7.01853e-08	0.000569119	0.00451101	3.91011e-10	0.00907837	0.00306071	0.0795197	1.18978e-16	0.289208	0.0885935	2.13776e-11	1.56283	4.01589e-08	
0.00197336	0.411782	0.000246994	9.13328e-10	0.0137678	5.2443e-25	8.58101e-15	0.00571107	1.15834e-05	0.0414314	1.40173e-14	2.17728e-15	4.10825e-06	4.96382e-06	0.00145873	0.000119227	0.000596568	5.73802e-05	0.000944551	1.64171e-05	0.0216673	7.19851e-05	7.50245e-08	2.87731e-05	0.0457292	5.27301e-18	0.00430094	9.38907e-05	0.00173807	4.21256e-16	9.99548e-05	0.00137462	3.45049e-23	0.00363123	1.12941e-06	1.15031e-25	1.13348e-11	1.0071e-05	9.69553e-05	0.00449522	2.07386e-10	0.020062	0.00846184	0.0448755	9.24632e-18	0.80195	0.434249	2.13351e-11	22.765	7.91529e-08	
0.0015519	0.000246994	24.6989	9.48919e-13	0.0011443	1.1281e-28	2.98492e-20	0.00144608	2.34895e-08	3.0956e-06	1.62328e-17	3.42433e-12	1.23913e-09	3.47036e-07	6.34528e-06	3.75905e-07	0.000136844	1.33725e-08	4.44903e-08	1.29679e-08	0.00212826	3.00391e-06	3.78346e-12	2.24748e-06	0.062851	4.42251e-21	0.000182643	7.29432e-06	0.000210995	4.00338e-20	2.49309e-06	0.000539878	1.54551e-18	1.68512e-11	2.83889e-09	1.36591e-28	9.7867e-10	1.55666e-11	7.11209e-05	0.000759649	7.68031e-12	0.000254968	8.31001e-07	0.00245827	4.95776e-22	0.00579246	0.0906004	1.34262e-08	0.0567796	5.49127e-13	
1.24793e-07	9.13328e-10	9.48919e-13	1.02123e-12	8.86967e-08	2.74595e-41	9.81018e-28	2.02339e-08	2.04486e-19	3.30699e-12	2.96976e-32	1.18756e-38	8.21275e-14	3.03007e-28	7.32839e-07	3.28201e-06	6.58007e-13	1.7372e-20	1.03983e-10	1.97744e-05	8.07603e-08	3.48751e-14	1.43309e-16	4.21922e-18	1.93288e-35	3.58425e-35	4.05481e-10	3.67796e-06	9.18268e-10	1.52936e-33	1.41942e-13	3.80097e-11	5.97504e-24	2.24352e-16	1.81573e-29	1.34194e-42	4.79704e-49	5.84369e-21	1.97469e-10	2.02397e-09	32.753	1.33672e-15	1.1571e-23	9.31263e-15	3.88616e-58	1.44745e-13	1.46705e-12	1.08273e-33	3.62579e-14	2.70607e-41	
0.0189423	0.0137678	0.0011443	8.86967e-08	5.71068	5.93257e-25	1.66128e-14	0.0396146	0.0618135	0.0620151	2.1347e-13	1.96121e-13	0.000408909	0.000118779	0.0118526	0.00748811	0.00869151	0.0023495	0.00507868	0.0242522	0.1063	0.00162017	1.18357e-06	0.0023938	0.000220327	1.92555e-17	0.0143848	0.00208814	0.0312273	7.56707e-16	0.00191898	0.0240685	4.33482e-18	0.0320466	0.000165259	5.40011e-25	5.46774e-13	0.00271201	0.00471185	0.0301789	5.40227e-08	0.940478	0.538671	1.12447	5.43418e-16	8.66837	2.41637	3.26215e-09	10.1484	0.000199768	
6.38551e-26	5.2443e-25	1.1281e-28	2.74595e-41	5.93257e-25	5.32867e-42	1.61763e-29	4.10744e-25	5.931e-50	2.37665e-42	4.52452e-33	7.94956e-42	2.48796e-35	2.98799e-26	3.62557e-28	9.64036e-28	3.36735e-25	3.88519e-32	6.14733e-31	5.44887e-39	4.28958e-24	9.62113e-30	8.92753e-40	3.07103e-33	4.84351e-37	6.71712e-36	3.84991e-27	6.31621e-26	3.52717e-26	9.43906e-36	4.71567e-20	2.17664e-26	1.21279e-54	8.67029e-24	6.74721e-37	1.47948e-42	2.77455e-48	8.01482e-40	7.14846e-25	8.89316e-26	1.06944e-64	1.6842e-32	7.67902e-38	7.21175e-30	15.8544	4.04262e-30	4.5886e-30	1.45992e-61	2.81672e-30	5.64065e-70	
3.09609e-15	8.58101e-15	2.98492e-20	9.81018e-28	1.66128e-14	1.61763e-29	1.37776e-08	7.6759e-15	3.14578e-37	7.68744e-23	9.16681e-17	5.13741e-28	4.81431e-20	0.0505762	1.2335e-18	2.2823e-17	5.26919e-16	2.94204e-20	2.13276e-21	2.23072e-26	8.21005e-14	2.92672e-18	5.69904e-26	3.75542e-22	2.97207e-20	6.73439e-20	2.5735e-17	3.76981e-18	6.61794e-16	6.2853e-19	1.34825e-11	8.50946e-16	6.66187e-36	1.58418e-10	6.6249e-13	1.90088e-27	7.2844e-42	1.30063e-23	7.60467e-15	7.76186e-16	2.51924e-51	2.86763e-21	3.2305e-26	5.16539e-20	15.8479	3.37398e-20	3.83722e-21	1.74254e-48	1.8517e-20	3.58259e-54	
0.00969063	0.00571107	0.00144608	2.02339e-08	0.0396146	4.10744e-25	7.6759e-15	3.54747	0.000947552	0.00755894	7.52975e-14	5.55035e-14	0.000158132	0.000229128	0.000903996	0.000466564	0.00463882	0.00139128	0.00057306	0.0235662	0.0683021	0.00239939	3.35289e-07	0.00236934	7.98682e-05	8.15841e-18	0.0100472	0.000105686	0.0275484	3.99351e-16	0.000516551	0.0243567	2.26276e-18	0.0117271	0.000790823	2.93606e-25	2.08503e-15	0.000576126	0.00589643	0.0127492	1.14468e-07	0.545461	0.245199	4.80869	7.40415e-15	18.2862	0.156657	1.65177e-09	2.80659	9.75112e-05	
2.48839e-06	1.15834e-05	2.34895e-08	2.04486e-19	0.0618135	5.931e-50	3.14578e-37	0.000947552	111.52	1.35246e-18	8.40783e-37	9.23471e-37	3.75014e-08	2.26786e-23	0.000102784	5.77286e-05	0.012084	0.102105	1.25919e-05	1.99184e-11	0.0508373	5.46159e-09	1.8502e-18	1.6193e-05	1.91277e-07	1.41212e-42	2.50586e-05	2.8553e-06	0.0178332	6.93455e-40	7.83594e-11	5.55068e-05	2.8245e-42	3.49354e-14	9.27269e-26	1.16589e-50	1.35231e-29	7.51951e-09	3.37594e-07	0.0014298	5.04793e-24	0.0015809	2.26638	2.05498e-05	1.74954e-36	0.00273196	0.000108071	8.11252e-17	0.00628871	4.69682e-09	
0.0013267	0.0414314	3.0956e-06	3.30699e-12	0.0620151	2.37665e-42	7.68744e-23	0.00755894	1.35246e-18	98.6943	2.77393e-28	3.12093e-38	3.43666e-11	2.12153e-24	0.00404539	0.127927	5.96196e-07	4.1085e-14	2.70948e-05	1.90628e-18	0.0773713	0.0322377	1.17889e-07	1.36346e-10	5.23509e-13	1.62218e-30	0.000358896	0.0543683	2.96768e-05	1.95382e-30	0.0844974	0.000190815	8.62273e-19	1.93949e-22	4.75754e-24	1.05404e-41	1.07332e-30	8.27518e-17	1.09833e-05	0.0642428	1.42123e-21	6.41992e-05	3.25137e-09	9.78081e-05	1.74145e-42	0.00329912	0.0358193	1.2798e-27	0.000792683	7.17108	
